ArrivalRate,ServiceRate,SimulationTime,AverageWaitingTime,ServerUtilization,AverageQueueLength
3.4795347275815436,4.80837317206062,161,0.3853008437676953,0.7236407414881226,1.3406676664561665
2.388667011666007,3.536251551901447,150,0.6733233672740293,0.6754799472287593,1.608345315591349
1.8617903173151262,5.282098856930721,77,0.0822454100248831,0.35247169122407535,0.15312370802793976
1.8262720498001963,1.0730534527206288,198,28.152592934691572,1.7019394934798922,51.4142936060297
2.685534137941802,2.840783800574617,128,8.870284283162245,0.9453497085552897,23.821451255680838
3.9328383346243543,4.741314351026086,154,0.6503079757102387,0.8294827221850908,2.55755613618519
4.131691445749772,4.713300158155521,123,1.268743261583605,0.876602657821531,5.242055680737646
0.9582331270276656,5.576934539004846,92,0.02059016361922692,0.17182075929452342,0.01973017687086309
1.4291026255698642,2.453338795820824,197,0.5051514697859945,0.5825133601621961,0.7219132917816407
2.7811974330658984,3.7506288609958713,67,0.8956503523606112,0.7415282972913059,2.490980460909899
1.0885319254764345,3.2591139577426533,109,0.3628156775443934,0.3339962761628562,0.39493644807043576
1.9219078323552918,4.6651072474432835,156,0.15839796869312525,0.41197505875317125,0.3044262966604857
2.4650398868511125,4.9799701252591895,195,0.2106014838592131,0.4949908985092187,0.519141057942991
1.9194904234271593,4.335511480432864,93,0.18675496186597043,0.442736787133479,0.35847436082923456
2.8715269547056534,5.024281130425576,141,0.31137727880382376,0.5715299124717617,0.8941282491680773
3.474010017592606,5.949506202520371,85,0.3437024549093161,0.5839156896955451,1.194025771426135
2.0677868292601644,4.643554241926533,187,0.16778950171417523,0.4453026112175389,0.3469529217326973
2.274620480303033,4.975846036410139,79,0.12722622759290497,0.45713240796816834,0.2893913829145165
4.97464663537901,1.9720668525527238,92,26.50433908562968,2.522554764783772,131.84972125527207
3.1610622335342713,1.675892802532208,77,20.67819751513103,1.8861959600029494,65.3650692226429
2.5030293880681063,3.3479576321490474,70,1.1869278511012544,0.7476287525363385,2.970915292822965
4.1423361878509315,2.345562035229589,55,9.659718242326528,1.766031392746971,40.01380043963297
4.972440153618419,1.1281923094349162,178,65.51420867760531,4.407440213902,325.7654818610609
0.61693948108962,4.5863289130882725,153,0.02218787057139239,0.1345170598927225,0.013688573356798473
3.0311772421309104,3.250116432837539,167,4.095652429541423,0.9326365084971796,12.414648436104134
2.5854069273418636,4.550000118002812,142,0.177046141790191,0.568221287975858,0.45773632144350956
3.0025581842924622,1.852418073038466,116,17.201513830139,1.620885818376548,51.64854613290383
4.046949992478552,2.4032424557173666,72,10.365764014590935,1.6839541024463718,41.94972860088323
4.807995511400767,2.891562828800375,89,18.666889840361303,1.662767090347286,89.75032256426972
2.6073369979216676,1.1311230891772774,197,52.62354606867693,2.3050868847687607,137.2073186266967
1.962651645628842,2.7480486352436264,170,0.8083541137314065,0.7141982934573662,1.5865175315657891
1.7500230337876572,5.286915788381935,84,0.05541734269288676,0.33101019646148994,0.09698162618385595
0.7159729266688413,2.2180730850445416,175,0.17986268207173112,0.32279050293532763,0.12877681088140466
1.880418799435971,5.271473334541132,59,0.07271273106215784,0.35671598433678814,0.13673038644761346
3.9455685095946533,3.772983078598863,109,3.8320829493361788,1.0457424344081294,15.11974581105543
1.4224656336112145,1.577277398880729,118,4.12836325037203,0.9018487392392915,5.8724548467177025
3.344786879148602,5.6849159723251095,168,0.1696886722056091,0.5883617093781944,0.5675724443334693
3.7680468998331262,4.0937027638086825,101,1.2424345670083343,0.9204495580737831,4.681551718461266
2.120610631525157,2.395697975921407,199,4.958275043969934,0.8851744472128426,10.514570772268508
4.203829738899678,3.812478994732417,61,1.8413181881646683,1.102649941077178,7.740588158183506
2.6319910596810225,3.436652347848084,158,0.7624164433461796,0.7658589794015931,2.006673262640948
1.2602571407987153,3.178286329954073,169,0.18726756100770328,0.3965209581406488,0.23600528099991713
4.911890189315161,5.702747397529184,170,0.8175856953552402,0.8613199650826765,4.015891155939818
2.719706510632895,3.1998323688874573,180,1.3184490393932524,0.8499528091149674,3.5857944363755148
4.201091530266689,4.159761558027485,97,5.988218891232574,1.0099356589705113,25.15705566534015
4.2085657434841846,5.043028461749754,194,0.8459188417773784,0.8345314279713504,3.560105059272093
4.511524048503525,2.597981791132837,76,11.064009030638411,1.7365495262136914,49.91554281458537
1.660564862259975,5.029818706291252,60,0.09581277518270609,0.33014407858934464,0.1591033278240163
2.691400490022803,1.4834422232654538,193,32.20583447435327,1.814294111231585,86.67879868586766
4.64941488855284,4.398810360193511,136,10.56340094390268,1.0569709780233183,49.11363362233425
2.4528179640564587,5.486783384901738,66,0.12009677609233932,0.4470411517987029,0.2945755298245561
1.2681664490348046,4.775102230035641,179,0.07624723074456326,0.26557891076299306,0.09669417986207017
1.4716662265081477,1.7973314831363465,124,2.2103942389751423,0.8188062359760636,3.2529625487678966
3.5924449773174763,3.640486004640482,144,3.207135904910556,0.986803677514,11.521459273170466
4.895514763030733,4.67168396752748,184,6.962208734881957,1.0479122297353767,34.083595644916144
2.9695795519420494,3.492535924645833,86,0.9093882241741621,0.8502645687869868,2.7005006752844842
3.714420840642224,3.4372689745565355,148,7.3126469310004,1.0806314164347426,27.162248160766286
3.444364865365908,1.107166445663946,162,55.47977499248721,3.110972951587591,191.09258772252906
1.6023291380928306,1.2623096264099922,176,18.036933280501902,1.2693630029978094,28.901103757184504
4.189983632452385,2.127242788435402,84,27.20342594575541,1.9696781463925608,113.98190945934572
1.5076395642185476,1.1192042740046335,175,37.51183222012472,1.3470638016990863,56.554322381388104
3.6358284856839598,4.116423308628507,158,1.086257428906338,0.8832494165657929,3.9494457028034824
1.2463067572900146,3.92200481031851,179,0.12271988524183046,0.3177728783022071,0.15294662223074845
3.0840001924704534,3.125209885075654,111,1.8200190065666544,0.9868137839951179,5.612938966551446
2.1804338874448215,1.4804942514796628,200,39.3904268938162,1.472774301734446,85.8882216401947
4.255776851878771,4.743661832905814,79,0.6358056730267081,0.8971501345979841,2.705847065560267
3.1274181116598463,4.800297624353223,142,0.5230772483861529,0.6515050433109811,1.6358812604000506
4.744551881070817,2.3384960542363094,54,14.918760107031236,2.0288902658081502,70.7828313290593
4.282521372665185,3.5275330137779917,161,16.88676089918941,1.214027297813607,72.31791446586541
1.1004647639714122,5.755987723949794,116,0.06166496107199261,0.19118608599398934,0.06786011683139667
4.457936503828843,3.688137951424132,68,3.4397607282754943,1.2087228196297435,15.33423491501621
2.737294258889928,4.782887565191018,75,0.21307768970121294,0.5723099741694653,0.5832563367166598
4.262114834593236,3.391837775477807,103,16.35795098961127,1.2565798003098285,69.71946557637129
1.8646604999288847,5.256829541861893,183,0.1554066459650732,0.35471199609573967,0.2897806341575046
1.966583881709246,5.012192195560336,130,0.19849099566170902,0.3923600302979588,0.3903491927327368
2.7514036601311487,2.9344265374412646,50,0.8581124700428537,0.9376290818751569,2.3610137908800883
1.080752543881632,4.0324053013610754,197,0.11601138945367936,0.2680168443179164,0.12537960427130673
1.0884141540305814,2.0140207615588137,135,0.3634402154447912,0.5404185372886472,0.3955734746340347
1.8975473852108826,3.9816602004394803,60,0.1591813733744134,0.4765719046043755,0.30205419882089535
1.680228277010501,3.0441131214378223,168,0.5414327796193433,0.5519598681066362,0.9097306664168155
2.227372744444179,4.773690721362385,167,0.1862915175259784,0.46659343356213473,0.4149406486585094
2.2899711472913946,5.193790304373863,168,0.11845860797218011,0.4409055839938193,0.27126679440459484
4.816584126693096,5.167418890992245,105,1.1512548887749336,0.932106381986814,5.545116023051171
